city,date,card_type,exp_type,gender,amount_raw,amount_norm,day_of_week,month,week_number,year,card_type_encoded,gender_encoded,city_encoded,exp_type_encoded
"Bengaluru, India",2014-01-20,Platinum,Food,F,204089,0.20368037614134182,0,1,4,2014,1,0,71,2
"Bengaluru, India",2014-01-20,Silver,Food,M,57826,0.05698786045541345,0,1,4,2014,3,1,71,2
"Ahmedabad, India",2014-01-20,Gold,Food,M,194872,0.19443630951425772,0,1,4,2014,0,1,8,2
"Jaipur, India",2014-01-20,Silver,Grocery,F,47752,0.046884277163534833,0,1,4,2014,3,0,203,4
"Ahmedabad, India",2014-01-20,Silver,Food,M,259325,0.2590785820883547,0,1,4,2014,3,1,8,2
"Karaikal, India",2014-01-20,Silver,Bills,M,194036,0.19359785451802877,0,1,4,2014,3,1,240,0
"Bengaluru, India",2014-01-21,Gold,Grocery,M,283336,0.2831600927515766,1,1,4,2014,0,1,71,4
"Faridabad, India",2014-01-21,Platinum,Grocery,F,207529,0.20713047803970022,1,1,4,2014,1,0,147,4
"Delhi, India",2014-01-21,Silver,Fuel,F,113639,0.11296476081968003,1,1,4,2014,3,0,126,3
"Delhi, India",2014-01-21,Gold,Bills,M,93864,0.09313168958711106,1,1,4,2014,0,1,126,0
"Greater Mumbai, India",2014-01-21,Silver,Grocery,F,17301,0.016343854806874527,1,1,4,2014,3,0,170,4
"Chennai, India",2014-01-21,Signature,Entertainment,M,135170,0.13455898871896912,1,1,4,2014,2,1,109,1
"Hapur, India",2014-01-21,Gold,Food,F,136093,0.1354846991992554,1,1,4,2014,0,0,184,2
"Tadepalligudem, India",2014-01-21,Silver,Grocery,F,97577,0.09685559317682173,1,1,4,2014,3,0,825,4
"Bengaluru, India",2014-01-21,Silver,Grocery,F,211548,0.21116128022850905,1,1,4,2014,3,0,71,4
"Lucknow, India",2014-01-21,Gold,Fuel,M,238228,0.23791962867275382,1,1,4,2014,0,1,300,3
"Ahmedabad, India",2014-01-21,Gold,Food,M,20723,0.01977590384646244,1,1,4,2014,0,1,8,2
"Bengaluru, India",2014-01-21,Signature,Fuel,M,19917,0.01896753694818428,1,1,4,2014,2,1,71,3
"Bengaluru, India",2014-01-21,Signature,Grocery,F,2117,0.0011152654973763181,1,1,4,2014,2,0,71,4
"Greater Mumbai, India",2014-01-21,Gold,Grocery,M,231065,0.23073559381870115,1,1,4,2014,0,1,170,4
"Pune, India",2014-01-21,Platinum,Food,F,196832,0.19640206524704332,1,1,4,2014,1,0,584,2
"Malur, India",2014-01-21,Gold,Grocery,M,3734,0.0027370139769244345,1,1,4,2014,0,1,336,4
"Macherla, India",2014-01-21,Signature,Bills,F,192615,0.1921726816117592,1,1,4,2014,2,0,305,0
"Delhi, India",2014-01-21,Signature,Food,F,144126,0.14354128889388126,1,1,4,2014,2,0,126,2
"Greater Mumbai, India",2014-01-21,Platinum,Food,F,265978,0.26575111927724376,1,1,4,2014,1,0,170,2
"Mahesana, India",2014-01-21,Silver,Grocery,M,59690,0.058857334274756486,1,1,4,2014,3,1,320,4
"Kanpur, India",2014-01-21,Platinum,Entertainment,F,98311,0.09759174864001798,1,1,4,2014,1,0,237,1
"Kanpur, India",2014-01-21,Platinum,Entertainment,M,208728,0.20833299902113386,1,1,4,2014,1,1,237,1
"Ahmedabad, India",2014-01-21,Platinum,Entertainment,F,149102,0.14853190140732062,1,1,4,2014,1,0,8,1
"Ahmedabad, India",2014-01-21,Platinum,Food,M,133966,0.13335145305454368,1,1,4,2014,1,1,8,2
"Hyderabad, India",2014-01-21,Platinum,Fuel,M,178594,0.17811050756615368,1,1,4,2014,1,1,193,3
"Kanpur, India",2014-01-21,Platinum,Entertainment,M,30216,0.029296780974693903,1,1,4,2014,1,1,237,1
"Ahmedabad, India",2014-01-21,Platinum,Fuel,F,173003,0.17250308904472295,1,1,4,2014,1,0,8,3
"Chatra, India",2014-01-21,Platinum,Food,M,121381,0.12072949596418313,1,1,4,2014,1,1,108,2
"Pune, India",2014-01-21,Signature,Travel,M,56718,0.05587660670443057,1,1,4,2014,2,1,584,5
"Delhi, India",2014-01-21,Platinum,Fuel,M,169524,0.1690138726190285,1,1,4,2014,1,1,126,3
"Pune, India",2014-01-21,Silver,Grocery,F,195378,0.1949437954330279,1,1,4,2014,3,0,584,4
"Kanpur, India",2014-01-21,Platinum,Grocery,F,210009,0.20961776080363304,1,1,4,2014,1,0,237,4
"Sidhi, India",2014-01-21,Signature,Food,F,261718,0.2614786093682302,1,1,4,2014,2,0,762,2
"Phalodi, India",2014-01-21,Gold,Grocery,M,150871,0.15030609624981944,1,1,4,2014,0,1,555,4
"Ahmedabad, India",2014-01-21,Signature,Bills,F,63438,0.06261634064540976,1,1,4,2014,2,0,8,0
"Ahmedabad, India",2014-01-21,Gold,Food,M,46678,0.04580712325689619,1,1,4,2014,0,1,8,2
"Kohima, India",2014-01-21,Signature,Grocery,F,262101,0.26186273408540206,1,1,4,2014,2,0,265,4
"Bengaluru, India",2014-01-21,Gold,Fuel,M,61795,0.060968515814304285,1,1,4,2014,0,1,71,3
"Kanpur, India",2014-01-21,Platinum,Travel,M,141884,0.14129270504035815,1,1,4,2014,1,1,237,5
"Ahmedabad, India",2014-01-22,Silver,Bills,F,584822,0.585531436044739,2,1,4,2014,3,0,8,0
"Bengaluru, India",2014-01-22,Silver,Grocery,M,14465,0.013499526613925575,2,1,4,2014,3,1,71,4
"Nagaur, India",2014-01-22,Gold,Entertainment,F,198367,0.19794157292552592,2,1,4,2014,0,0,417,1
"Ahmedabad, India",2014-01-22,Silver,Fuel,M,199098,0.19867471957892707,2,1,4,2014,3,1,8,3
"Ahmedabad, India",2014-01-22,Silver,Fuel,M,229929,0.2295962578429642,2,1,4,2014,3,1,8,3
"Jaipur, India",2014-01-22,Silver,Food,F,136015,0.13540647014458332,2,1,4,2014,3,0,203,2
"Kanpur, India",2014-01-22,Signature,Grocery,M,33958,0.03304976972575702,2,1,4,2014,2,1,237,4
"Chennai, India",2014-01-22,Gold,Bills,M,66641,0.06582874656995684,2,1,4,2014,0,1,109,0
"Pune, India",2014-01-22,Signature,Grocery,F,243350,0.24305666992955371,2,1,4,2014,2,0,584,4
"Ahmedabad, India",2014-01-22,Silver,Bills,F,286226,0.286058579520837,2,1,4,2014,3,0,8,0
"Hyderabad, India",2014-01-22,Silver,Fuel,M,45293,0.044418056068167594,2,1,4,2014,3,1,193,3
"Ahmedabad, India",2014-01-22,Gold,Fuel,M,224235,0.22388553685190235,2,1,4,2014,0,1,8,3
"Bhabua, India",2014-01-22,Platinum,Fuel,M,278065,0.2778736139416211,2,1,4,2014,1,1,73,3
"Kolkata, India",2014-01-22,Platinum,Grocery,F,90112,0.08936867147006435,2,1,4,2014,1,0,267,4
"Shenkottai, India",2014-01-22,Gold,Fuel,M,130305,0.12967970216794775,2,1,4,2014,0,1,740,3
"Delhi, India",2014-01-22,Signature,Bills,F,297820,0.2976866264422228,2,1,4,2014,2,0,126,0
"Anantnag, India",2014-01-22,Signature,Entertainment,F,18437,0.017483190782611485,2,1,4,2014,2,0,31,1
"Surat, India",2014-01-22,Platinum,Food,F,186011,0.18554928831618978,2,1,4,2014,1,0,821,2
"Delhi, India",2014-01-22,Platinum,Grocery,F,156601,0.15605292295842224,2,1,4,2014,1,0,126,4
"Delhi, India",2014-01-22,Platinum,Fuel,F,106320,0.10562426785628319,2,1,4,2014,1,0,126,3
"Delhi, India",2014-01-22,Gold,Grocery,F,51957,0.051101625559638625,2,1,4,2014,0,0,126,4
"Surat, India",2014-01-22,Gold,Fuel,F,204511,0.20410361538584976,2,1,4,2014,0,0,821,3
"Kanpur, India",2014-01-22,Signature,Entertainment,F,61411,0.060583388160534046,2,1,4,2014,2,0,237,1
"Kolkata, India",2014-01-22,Silver,Food,M,288542,0.2883813806826388,2,1,4,2014,3,1,267,2
"Kolkata, India",2014-01-22,Signature,Fuel,M,167218,0.16670110082321035,2,1,4,2014,2,1,267,3
"Ahmedabad, India",2014-01-22,Gold,Fuel,M,198461,0.19803584896577175,2,1,4,2014,0,1,8,3
"Pune, India",2014-01-22,Silver,Travel,F,257810,0.2575591331418393,2,1,4,2014,3,0,584,5
"Udupi, India",2014-01-22,Signature,Bills,F,22223,0.021280308744002437,2,1,4,2014,2,0,903,0
"Ahmedabad, India",2014-01-22,Signature,Bills,M,220464,0.2201034629394868,2,1,4,2014,2,1,8,0
"Delhi, India",2014-01-22,Signature,Entertainment,M,148983,0.14841255195211578,2,1,4,2014,2,1,126,1
"Delhi, India",2014-01-22,Signature,Food,M,188981,0.18852801001331898,2,1,4,2014,2,1,126,2
"Bilaspur, India",2014-01-22,Silver,Fuel,F,113985,0.11331177688271259,2,1,4,2014,3,0,94,3
"Surat, India",2014-01-22,Silver,Food,F,158545,0.15800263170563408,2,1,4,2014,3,0,821,2
"Kolkata, India",2014-01-22,Silver,Bills,M,252803,0.2525374295938508,2,1,4,2014,3,1,267,0
"Haldwani-cum-Kathgodam, India",2014-01-22,Gold,Grocery,F,71599,0.0708013062246257,2,1,4,2014,0,0,182,4
"Porbandar, India",2014-01-22,Gold,Bills,F,34909,0.03400356243079738,2,1,4,2014,0,0,574,0
"Bengaluru, India",2014-01-22,Platinum,Grocery,F,42365,0.04148145770816952,2,1,4,2014,1,0,71,4
"Delhi, India",2014-01-22,Gold,Food,F,125162,0.12452159924258228,2,1,4,2014,0,0,126,2
"Ahmedabad, India",2014-01-22,Gold,Entertainment,M,212069,0.21168381019625462,2,1,4,2014,0,1,8,1
"Tadpatri, India",2014-01-22,Gold,Grocery,F,244474,0.24418397066611036,2,1,4,2014,0,0,826,4
"Delhi, India",2014-01-22,Signature,Entertainment,M,134130,0.13351593465667472,2,1,4,2014,2,1,126,1
"Kanpur, India",2014-01-23,Gold,Fuel,F,249419,0.24914349214500056,3,1,4,2014,0,0,237,3
"Lucknow, India",2014-01-23,Gold,Bills,F,121460,0.12080872795545357,3,1,4,2014,0,0,300,0
"Tamluk, India",2014-01-23,Gold,Bills,M,203693,0.20328321324839127,3,1,4,2014,0,1,834,0
"Bengaluru, India",2014-01-23,Silver,Bills,M,163645,0.16311760835727007,3,1,4,2014,3,1,71,0
"Losal, India",2014-01-23,Gold,Entertainment,M,75197,0.07440987210552498,3,1,4,2014,0,1,299,1
"Bengaluru, India",2014-01-23,Silver,Fuel,M,204438,0.20403040101416947,3,1,4,2014,3,1,71,3
"Ahmedabad, India",2014-01-23,Gold,Bills,F,6309,0.00531957571770143,3,1,4,2014,0,0,8,0
"Sanduru, India",2014-01-23,Signature,Bills,M,84421,0.0836609592887976,3,1,4,2014,2,1,691,0
"Pune, India",2014-01-23,Silver,Grocery,F,7362,0.006375667955774508,3,1,4,2014,3,0,584,4
"Greater Mumbai, India",2014-01-23,Platinum,Bills,M,162878,0.16234835598632796,3,1,4,2014,1,1,170,0
"Greater Mumbai, India",2014-01-23,Signature,Fuel,F,11881,0.01090793844376334,3,1,4,2014,2,0,170,3
"Kolkata, India",2014-01-23,Silver,Travel,F,39036,0.03814268177222909,3,1,4,2014,3,0,267,5
"Bengaluru, India",2014-01-23,Silver,Bills,M,147237,0.1466614246513792,3,1,4,2014,3,1,71,0
"Greater Mumbai, India",2014-01-23,Silver,Entertainment,M,244321,0.24403052136656128,3,1,4,2014,3,1,170,1
"Pihani, India",2014-01-23,Signature,Entertainment,M,254922,0.25466265224577567,3,1,4,2014,2,1,559,1
"Delhi, India",2014-01-23,Platinum,Bills,F,340133,0.3401238827286294,3,1,4,2014,1,0,126,0
"Ahmedabad, India",2014-01-23,Silver,Bills,M,160573,0.16003658712710817,3,1,4,2014,3,1,8,0
"Kolkata, India",2014-01-23,Gold,Food,F,235149,0.23483158688640338,3,1,4,2014,0,0,267,2
"Pune, India",2014-01-23,Signature,Food,F,33455,0.03254529261678194,3,1,4,2014,2,0,584,2
"Delhi, India",2014-01-23,Silver,Food,F,1400,0.00039615995635219935,3,1,4,2014,3,0,126,2
"Gokak, India",2014-01-23,Silver,Food,M,137585,0.13698108060400851,3,1,4,2014,3,1,167,2
"Marmagao, India",2014-01-23,Gold,Entertainment,M,121258,0.12060613476258485,3,1,4,2014,0,1,364,1
"Jind, India",2014-01-23,Signature,Entertainment,F,71705,0.07090761750405186,3,1,4,2014,2,0,220,1
"Delhi, India",2014-01-23,Gold,Entertainment,F,56323,0.05548044674807837,3,1,4,2014,0,0,126,1
"Surat, India",2014-01-23,Gold,Food,M,116315,0.11564861915689138,3,1,4,2014,0,1,821,2
"Bengaluru, India",2014-01-23,Gold,Entertainment,F,25016,0.024081510663221912,3,1,4,2014,0,0,71,1
"Rajapalayam, India",2014-01-23,Platinum,Fuel,M,262588,0.2623511642088034,3,1,4,2014,1,1,609,3
"Surat, India",2014-01-23,Gold,Fuel,M,108328,0.10763816454579007,3,1,4,2014,0,1,821,3
"Shahabad, India",2014-01-23,Platinum,Fuel,M,169122,0.16861069210648777,3,1,4,2014,1,1,728,3
"Greater Mumbai, India",2014-01-23,Gold,Bills,F,88631,0.08788332236789319,3,1,4,2014,0,0,170,0
"Bharatpur, India",2014-01-23,Gold,Food,M,170459,0.1699516183384951,3,1,4,2014,0,1,78,2
"Surat, India",2014-01-23,Platinum,Bills,F,39020,0.03812663478665533,3,1,4,2014,1,0,821,0
"Hyderabad, India",2014-01-23,Platinum,Fuel,M,120572,0.11991812025610989,3,1,4,2014,1,1,193,3
"Ahmedabad, India",2014-01-23,Silver,Fuel,F,199159,0.19873589871142705,3,1,4,2014,3,0,8,3
"Surat, India",2014-01-23,Gold,Bills,F,40743,0.03985469454562961,3,1,4,2014,0,0,821,0
"Delhi, India",2014-01-23,Signature,Fuel,F,144517,0.14393343710384002,3,1,4,2014,2,0,126,3
"Dehri-on-Sone, India",2014-01-23,Gold,Grocery,F,79321,0.07854598263716162,3,1,4,2014,0,0,125,4
"Greater Mumbai, India",2014-01-23,Signature,Fuel,M,1794,0.0007913169761060385,3,1,4,2014,2,1,170,3
"Delhi, India",2014-01-24,Gold,Fuel,F,125623,0.12498395301442623,4,1,4,2014,0,0,126,3
"Delhi, India",2014-01-24,Platinum,Grocery,F,70929,0.07012933870372451,4,1,4,2014,1,0,126,4
"Tiruvuru, India",2014-01-24,Platinum,Fuel,M,223454,0.2231022433685832,4,1,4,2014,1,1,885,3
"Delhi, India",2014-01-24,Silver,Fuel,F,98924,0.09820654877481265,4,1,4,2014,3,0,126,3
"Kanpur, India",2014-01-24,Platinum,Bills,F,62524,0.061699656594508726,4,1,4,2014,1,0,237,0
"Bengaluru, India",2014-01-24,Signature,Food,F,180296,0.1798175056565624,4,1,4,2014,2,0,71,2
"Delhi, India",2014-01-24,Platinum,Food,F,54865,0.0540181651876695,4,1,4,2014,1,0,126,2
"Chennai, India",2014-01-24,Platinum,Entertainment,F,234522,0.23420274563923166,4,1,4,2014,1,0,109,1
"Surat, India",2014-01-24,Gold,Grocery,M,75283,0.07449612465298394,4,1,4,2014,0,1,821,4
"Ahmedabad, India",2014-01-24,Silver,Bills,M,155265,0.1547129996630133,4,1,4,2014,3,1,8,0
"Greater Mumbai, India",2014-01-24,Gold,Entertainment,M,108457,0.10776754336697851,4,1,4,2014,0,1,170,1
"Jaipur, India",2014-01-24,Gold,Fuel,F,178167,0.17768225363865398,4,1,4,2014,0,0,203,3
"Lucknow, India",2014-01-24,Platinum,Bills,F,145712,0.1451319463388802,4,1,4,2014,1,0,300,0
"Greater Mumbai, India",2014-01-24,Signature,Bills,M,86818,0.08606499831506652,4,1,4,2014,2,1,170,0
"Bengaluru, India",2014-01-24,Silver,Food,F,50498,0.04963834106263139,4,1,4,2014,3,0,71,2
"Bengaluru, India",2014-01-24,Signature,Grocery,M,204753,0.20434632604265288,4,1,4,2014,2,1,71,4
"Greater Mumbai, India",2014-01-24,Platinum,Fuel,F,50277,0.04941669207439383,4,1,4,2014,1,0,170,3
"Bengaluru, India",2014-01-24,Platinum,Entertainment,M,206381,0.20597910682478296,4,1,4,2014,1,1,71,1
"Jaipur, India",2014-01-24,Gold,Food,M,269064,0.26884618161978274,4,1,4,2014,0,1,203,2
"Delhi, India",2014-01-24,Platinum,Bills,F,251574,0.25130482051446634,4,1,4,2014,1,0,126,0
"Sanand, India",2014-01-24,Signature,Grocery,F,194009,0.19357077522987307,4,1,4,2014,2,0,688,4
"Bengaluru, India",2014-01-24,Silver,Grocery,F,10470,0.009492794903477382,4,1,4,2014,3,0,71,4
"Mahnar Bazar, India",2014-01-24,Gold,Bills,F,76940,0.07615799059646645,4,1,4,2014,0,0,322,0
"Kolkata, India",2014-01-24,Signature,Fuel,M,30877,0.02995972206620986,4,1,4,2014,2,1,267,3
"Jagdalpur, India",2014-01-24,Gold,Bills,M,127299,0.1266648747532776,4,1,4,2014,0,1,199,0
"Delhi, India",2014-01-24,Gold,Fuel,F,91479,0.09073968580002247,4,1,4,2014,0,0,126,3
"Bengaluru, India",2014-01-24,Gold,Bills,F,66542,0.0657294558467192,4,1,4,2014,0,0,71,0
"Ahmedabad, India",2014-01-24,Platinum,Food,F,288861,0.2887013174575156,4,1,4,2014,1,0,8,2
"Greater Mumbai, India",2014-01-24,Gold,Entertainment,M,103068,0.10236271803841648,4,1,4,2014,0,1,170,1
"Delhi, India",2014-01-24,Gold,Entertainment,M,202218,0.20180388176581027,4,1,4,2014,0,1,126,1
"Kolkata, India",2014-01-24,Silver,Food,F,3141,0.0021422725740969564,4,1,4,2014,3,0,267,2
"Bengaluru, India",2014-01-24,Platinum,Fuel,M,175504,0.17501143347722128,4,1,4,2014,1,1,71,3
"Ahmedabad, India",2014-01-24,Signature,Entertainment,M,74822,0.07403377088113998,4,1,4,2014,2,1,8,1
"Surat, India",2014-01-24,Silver,Grocery,M,120771,0.12011770463918353,4,1,4,2014,3,1,821,4
"Bengaluru, India",2014-01-24,Signature,Fuel,F,219439,0.2190754529261678,4,1,4,2014,2,0,71,3
"Sikar, India",2014-01-24,Signature,Fuel,F,81863,0.08109544747019272,4,1,4,2014,2,0,769,3
"Bhatapara, India",2014-01-24,Signature,Food,F,135256,0.1346452412664281,4,1,4,2014,2,0,80,2
"Hyderabad, India",2014-01-24,Gold,Fuel,F,169876,0.16936690630165122,4,1,4,2014,0,0,193,3
"Delhi, India",2014-01-24,Silver,Food,M,48574,0.04770869104738675,4,1,4,2014,3,1,126,2
"Ahmedabad, India",2014-01-24,Platinum,Fuel,M,233045,0.23272140828345395,4,1,4,2014,1,1,8,3
"Greater Mumbai, India",2014-01-24,Silver,Fuel,F,202892,0.20247986103310492,4,1,4,2014,3,0,170,3
"Ahmedabad, India",2014-01-24,Platinum,Food,F,140070,0.13947337805093313,4,1,4,2014,1,0,8,2
"Pachora, India",2014-01-24,Gold,Grocery,M,168298,0.16778427234943916,4,1,4,2014,0,1,493,4
"Greater Mumbai, India",2014-01-25,Signature,Food,F,198805,0.1983808591556076,5,1,4,2014,2,0,170,2
"Ahmedabad, India",2014-01-25,Gold,Entertainment,M,164145,0.16361907665645006,5,1,4,2014,0,1,8,1
"Bhatapara, India",2014-01-25,Silver,Food,M,23576,0.022637281961583516,5,1,4,2014,3,1,80,2
"Pune, India",2014-01-25,Silver,Travel,F,74182,0.07339189145818958,5,1,4,2014,3,0,584,5
"Shrigonda, India",2014-01-25,Silver,Entertainment,M,104873,0.10417301859845628,5,1,4,2014,3,1,756,1
"Delhi, India",2014-01-25,Silver,Entertainment,M,18046,0.017091042572652725,5,1,4,2014,3,1,126,1
"Delhi, India",2014-01-25,Signature,Grocery,F,274189,0.2739862316863777,5,1,4,2014,2,0,126,4
"Pune, India",2014-01-25,Signature,Grocery,F,77223,0.07644182165380234,5,1,4,2014,2,0,584,4
"Jaipur, India",2014-01-25,Silver,Travel,M,21200,0.02025430460388016,5,1,4,2014,3,1,203,5
"Bengaluru, India",2014-01-25,Platinum,Bills,F,102273,0.10156538344272029,5,1,4,2014,1,0,71,0
"Ahmedabad, India",2014-01-25,Signature,Entertainment,M,97554,0.09683252563505945,5,1,4,2014,2,1,8,1
"Delhi, India",2014-01-25,Signature,Entertainment,M,85625,0.08486849495322303,5,1,4,2014,2,1,126,1
"Pune, India",2014-01-25,Silver,Food,M,39689,0.03879759937095817,5,1,4,2014,3,1,584,2
"Neyyattinkara, India",2014-01-25,Platinum,Food,F,140247,0.13965089782884282,5,1,4,2014,1,0,472,2
"Lucknow, India",2014-01-25,Platinum,Fuel,M,81327,0.08055787345347176,5,1,4,2014,1,1,300,3
"Greater Mumbai, India",2014-01-25,Platinum,Bills,M,2412,0.0014111317938925174,5,1,4,2014,1,1,170,0
"Ahmedabad, India",2014-01-25,Silver,Bills,F,152667,0.152107370380474,5,1,4,2014,3,0,8,0
"Bengaluru, India",2014-01-25,Platinum,Bills,M,25694,0.02476150167690999,5,1,4,2014,1,1,71,0
"Delhi, India",2014-01-25,Platinum,Fuel,F,10023,0.009044482244010462,5,1,4,2014,1,0,126,3
"Muktsar, India",2014-01-25,Signature,Food,F,70389,0.0695877529406101,5,1,4,2014,2,0,395,2
"Delhi, India",2014-01-25,Silver,Food,M,260332,0.2600885392429032,5,1,4,2014,3,1,126,2
"Ahmedabad, India",2014-01-25,Signature,Fuel,M,55519,0.05467408572299694,5,1,4,2014,2,1,8,3
"Nepanagar, India",2014-01-25,Signature,Entertainment,M,101377,0.10066675225058973,5,1,4,2014,2,1,469,1
"Kanpur, India",2014-01-25,Gold,Bills,M,204117,0.2037084583660959,5,1,4,2014,0,1,237,0
"Rudrapur, India",2014-01-25,Gold,Grocery,F,163465,0.16293707976956529,5,1,4,2014,0,0,664,4
"Mangrulpir, India",2014-01-25,Gold,Grocery,M,285074,0.2849031965595263,5,1,4,2014,0,1,353,4
"Pune, India",2014-01-25,Platinum,Grocery,M,288041,0.2878789094468604,5,1,4,2014,1,1,584,4
"Gangarampur, India",2014-01-25,Gold,Food,M,146464,0.14588615466084695,5,1,4,2014,0,1,158,2
"Lucknow, India",2014-01-25,Signature,Entertainment,F,149220,0.1486502479259271,5,1,4,2014,2,0,300,1
"Ahmedabad, India",2014-01-25,Gold,Entertainment,F,251030,0.2507592230049585,5,1,4,2014,0,0,8,1
"Surat, India",2014-01-25,Platinum,Fuel,F,177865,0.17737936678594923,5,1,4,2014,1,0,821,3
"Surat, India",2014-01-25,Gold,Bills,F,139913,0.1393159170049906,5,1,4,2014,0,0,821,0
"Hyderabad, India",2014-01-25,Gold,Bills,F,137128,0.136522738578558,5,1,4,2014,0,0,193,0
"Greater Mumbai, India",2014-01-25,Silver,Entertainment,F,30149,0.029229584222603782,5,1,4,2014,3,0,170,1
"Greater Mumbai, India",2014-01-26,Platinum,Food,M,297788,0.2976545324710753,6,1,4,2014,1,1,170,2
"Delhi, India",2014-01-26,Silver,Food,F,82704,0.08193891714941348,6,1,4,2014,3,0,126,2
"Ahmedabad, India",2014-01-26,Silver,Food,M,3681,0.002683858337211355,6,1,4,2014,3,1,8,2
"Bengaluru, India",2014-01-26,Platinum,Food,F,150126,0.14955890848404127,6,1,4,2014,1,0,71,2
"Barpeta, India",2014-01-26,Gold,Fuel,M,243540,0.24324722788324213,6,1,4,2014,0,1,65,3
"Bengaluru, India",2014-01-26,Silver,Grocery,F,269148,0.26893042829404495,6,1,4,2014,3,0,71,4
"Bikaner, India",2014-01-26,Platinum,Entertainment,F,295416,0.2952755668597654,6,1,4,2014,1,0,93,1
"Greater Mumbai, India",2014-01-26,Gold,Entertainment,M,286385,0.2862180464399763,6,1,4,2014,0,1,170,1
"Surat, India",2014-01-26,Signature,Bills,M,250840,0.2505686650512701,6,1,4,2014,2,1,821,0
"Lucknow, India",2014-01-26,Gold,Entertainment,M,182496,0.18202396617295438,6,1,4,2014,0,1,300,1
"Bengaluru, India",2014-01-26,Gold,Food,F,48182,0.04731553990082963,6,1,4,2014,0,0,71,2
"Delhi, India",2014-01-26,Signature,Food,F,226180,0.22583624853571255,6,1,4,2014,2,0,126,2
"Delhi, India",2014-01-26,Silver,Food,M,217679,0.2173102845130542,6,1,4,2014,3,1,126,2
"Hyderabad, India",2014-01-26,Signature,Travel,M,297354,0.2972192579873871,6,1,4,2014,2,1,193,5
"Repalle, India",2014-01-26,Signature,Entertainment,F,269575,0.2693586822215447,6,1,4,2014,2,0,652,1
"Kanpur, India",2014-01-26,Silver,Food,M,213452,0.2130708715117865,6,1,4,2014,3,1,237,2
"Delhi, India",2014-01-26,Gold,Fuel,F,135845,0.13523597092286213,6,1,4,2014,0,0,126,3
"Jhansi, India",2014-01-26,Gold,Entertainment,F,262261,0.26202320394113965,6,1,4,2014,0,0,216,1
"Kakinada, India",2014-01-26,Silver,Grocery,M,272473,0.272265192483592,6,1,4,2014,3,1,228,4
"Delhi, India",2014-01-26,Signature,Grocery,M,241514,0.24121527833496476,6,1,4,2014,2,1,126,4
"Ahmedabad, India",2014-01-26,Platinum,Bills,M,44960,0.04408407818091371,6,1,4,2014,1,1,8,0
"Ahmedabad, India",2014-01-26,Gold,Fuel,M,191891,0.1914465555145466,6,1,4,2014,0,1,8,3
"Ahmedabad, India",2014-01-26,Signature,Entertainment,M,198943,0.19851926440618128,6,1,4,2014,2,1,8,1
"Greater Mumbai, India",2014-01-26,Signature,Grocery,F,292974,0.29282639568657026,6,1,4,2014,2,0,170,4
"Delhi, India",2014-01-26,Signature,Food,F,276659,0.27646348508432694,6,1,4,2014,2,0,126,2
"Greater Mumbai, India",2014-01-26,Silver,Fuel,F,273263,0.2730575123962964,6,1,4,2014,3,0,170,3
"Surat, India",2014-01-26,Silver,Grocery,F,37949,0.03705248968981177,6,1,4,2014,3,0,821,4
"Ahmedabad, India",2014-01-26,Silver,Grocery,F,115901,0.11523340340517034,6,1,4,2014,3,0,8,4
"Greater Mumbai, India",2014-01-26,Signature,Fuel,M,266885,0.2666607827719563,6,1,4,2014,2,1,170,3
"Palacole, India",2014-01-26,Silver,Food,M,251862,0.25159366625479407,6,1,4,2014,3,1,498,2
"Ahmedabad, India",2014-01-26,Silver,Bills,F,37342,0.03644370717460725,6,1,4,2014,3,0,8,0
"Ahmedabad, India",2014-01-26,Gold,Bills,F,286372,0.2862050082641976,6,1,4,2014,0,0,8,0
"Greater Mumbai, India",2014-01-26,Platinum,Bills,M,112972,0.1122958021085739,6,1,4,2014,1,1,170,0
"Delhi, India",2014-01-26,Signature,Food,F,136622,0.13601525265978784,6,1,4,2014,2,0,126,2
"Solan, India",2014-01-26,Platinum,Grocery,M,295540,0.295399930997962,6,1,4,2014,1,1,795,4
"Delhi, India",2014-01-26,Silver,Bills,M,7752,0.006766813229134907,6,1,4,2014,3,1,126,0
"Greater Mumbai, India",2014-01-26,Platinum,Grocery,M,88759,0.08801169825248327,6,1,4,2014,1,1,170,4
"Bengaluru, India",2014-01-26,Gold,Entertainment,M,230997,0.23066739413001267,6,1,4,2014,0,1,71,1
"Bhainsa, India",2014-01-26,Signature,Grocery,M,264023,0.26379037822745,6,1,4,2014,2,1,77,4
"Rewa, India",2014-01-26,Silver,Bills,F,136787,0.13618073719851725,6,1,4,2014,3,0,654,0
"Ahmedabad, India",2014-01-26,Gold,Grocery,M,249325,0.2490492161047547,6,1,4,2014,0,1,8,4
"Nagercoil, India",2014-01-26,Silver,Grocery,F,232497,0.23217179902755267,6,1,4,2014,3,0,419,4
"Delhi, India",2014-01-26,Platinum,Food,M,16190,0.015229592246096572,6,1,4,2014,1,1,126,2
"Kalyan-Dombivali, India",2014-01-26,Gold,Bills,M,99393,0.09867692603944349,6,1,4,2014,0,1,231,0
"Hyderabad, India",2014-01-26,Signature,Fuel,F,3228,0.0022295280581542754,6,1,4,2014,2,0,193,3
"Viramgam, India",2014-01-26,Gold,Fuel,F,231908,0.2315810693711186,6,1,4,2014,0,0,950,3
